ID,shortedPath,subgenres,Genre,TimesPlayed_Global
200,/tracks/POP/Lady_Gaga/Lady Gaga - Just Dance (Official Music Video) ft. Colby O'Donis.mp3,2,POP,0
201,/tracks/POP/Lady_Gaga/Lady Gaga - Paparazzi (Audio) - GagaTube GagaTube.mp3,2,POP,0
202,/tracks/POP/Harry_Styles/Harry Styles - Golden (Official Video).mp3,2,POP,0
203,/tracks/POP/Harry_Styles/Harry Styles - Adore You (Official Video).mp3,2,POP,0
204,/tracks/POP/Harry_Styles/Harry Styles - Sign of the Times (Official Video).mp3,2,POP,0
205,/tracks/POP/Charli_xcx/Von dutch - Charli XCX.mp3,2,POP,0
206,/tracks/POP/Charli_xcx/Charli XCX - Boom Clap [traducida_sub español] - Sweet Paradise.mp3,0,POP,0
207,/tracks/POP/Charli_xcx/Charli XCX - Speed Drive (From Barbie The Album) __ Sub español + Lyrics - ANDREW BUTRON.mp3,2,POP,0
208,/tracks/POP/Jason_Isbell/Jason Isbell and the 400 Unit - Relatively Easy _ Live at the Bijou Theatre 2022.mp3,3,POP,0
209,/tracks/POP/Jason_Isbell/Jason Isbell and the 400 Unit - Yvette _ Live at the Bijou Theatre 2022.mp3,4,POP,0
210,/tracks/POP/Jason_Isbell/Jason Isbell and the 400 Unit - White Beretta (Official Music Video).mp3,3,POP,0
211,/tracks/POP/Beck/Beck - Loser (Official Music Video).mp3,0,POP,0
212,"/tracks/POP/Beck/Cage The Elephant, Beck - Night Running (Official Audio).mp3",2,POP,0
213,/tracks/POP/Beck/Beck - E-Pro.mp3,0,POP,0
214,/tracks/POP/Ed_Sheeran/Ed Sheeran - Thinking Out Loud (Official Music Video).mp3,0,POP,0
215,/tracks/POP/Ed_Sheeran/Ed Sheeran - Perfect (Official Music Video).mp3,2,POP,0
216,/tracks/POP/Ed_Sheeran/Ed Sheeran - Shape of You (Official Music Video).mp3,0,POP,0
217,/tracks/POP/Lewis_Capaldi/Lewis Capaldi - Hold Me While You Wait (Interlude Session).mp3,0,POP,0
218,/tracks/POP/Lewis_Capaldi/Lewis Capaldi - Someone You Loved.mp3,1,POP,0
219,/tracks/POP/Lewis_Capaldi/Lewis Capaldi - Bruises (Official Audio).mp3,3,POP,0
220,/tracks/POP/John_Mayer/John Mayer - Your Body Is a Wonderland (Official HD Video).mp3,1,POP,0
221,/tracks/POP/John_Mayer/John Mayer - New Light (Premium Content!).mp3,0,POP,0
222,/tracks/POP/John_Mayer/John Mayer - Who You Love (Official Video) ft. Katy Perry.mp3,3,POP,0
223,/tracks/POP/Sia/David Guetta - Titanium ft. Sia (Official Video).mp3,2,POP,0
224,/tracks/POP/Sia/Sia - Chandelier (Official Video).mp3,2,POP,0
225,"/tracks/POP/Sia/LSD - Thunderclouds (Official Video) ft. Sia, Diplo, Labrinth.mp3",0,POP,0
226,/tracks/POP/Billie_Eilish/Billie Eilish - when the party's over (Official Music Video).mp3,3,POP,0
227,/tracks/POP/Billie_Eilish/Billie Eilish - bad guy (Official Music Video).mp3,3,POP,0
228,/tracks/POP/Billie_Eilish/Billie Eilish - idontwannabeyouanymore (Official Vertical Video).mp3,0,POP,0
229,/tracks/POP/Lana_Del_Rey/Lana Del Rey - Brooklyn Baby (Official Audio).mp3,0,POP,0
230,/tracks/POP/Lana_Del_Rey/Lana Del Rey vs Cedric Gervais 'Summertime Sadness' Remix.mp3,1,POP,0
231,/tracks/POP/Lana_Del_Rey/Lana Del Rey - Video Games.mp3,4,POP,0
232,"/tracks/POP/Usher/Usher - Yeah! (Official Video) ft. Lil Jon, Ludacris.mp3",2,POP,0
233,/tracks/POP/Usher/Usher - OMG ft. will.i.am.mp3,1,POP,0
234,/tracks/POP/Usher/Usher - DJ Got Us Fallin' In Love (Lyrics) ft. Pitbull.mp3,2,POP,0
235,/tracks/POP/H.E.R/KAYTRANADA - Intimidated (Audio) ft. H.E.R..mp3,2,POP,0
236,/tracks/POP/H.E.R/H.E.R. - Damage (Official Video).mp3,0,POP,0
237,/tracks/POP/H.E.R/H.E.R. - Could've Been (Audio) ft. Bryson Tiller.mp3,0,POP,0
238,/tracks/POP/Lorde/Lorde - Team.mp3,0,POP,0
239,/tracks/POP/Lorde/Ribs.mp3,3,POP,0
240,/tracks/POP/Lorde/Lorde - Royals (US Version).mp3,4,POP,0
241,/tracks/POP/Flo Rida/Flo Rida - Good Feeling (Audio).mp3,1,POP,0
242,/tracks/POP/Flo Rida/Flo Rida feat. David Guetta - Club Can’t Handle Me _ Lyrics.mp3,2,POP,0
243,/tracks/POP/Flo Rida/Flo Rida feat. Sia - Wild Ones _ Lyrics.mp3,2,POP,0
244,/tracks/POP/Dua_Lipa/Dua Lipa - New Rules (Official Music Video).mp3,2,POP,0
245,/tracks/POP/Dua_Lipa/Dua Lipa - Break My Heart (Official Video).mp3,2,POP,0
246,/tracks/POP/Dua_Lipa/Dua Lipa - Don't Start Now (Official Music Video).mp3,2,POP,0
247,/tracks/POP/Bruno_Mars/Bruno Mars - Locked Out Of Heaven (Official Music Video).mp3,2,POP,0
248,/tracks/POP/Bruno_Mars/Bruno Mars - That’s What I Like [Official Music Video].mp3,2,POP,0
249,/tracks/POP/Bruno_Mars/Bruno Mars - When I Was Your Man (Official Music Video).mp3,3,POP,0
250,/tracks/POP/Years_And_Years/Olly Alexander - Desire (Gryffin Remix).mp3,2,POP,0
251,/tracks/POP/Years_And_Years/Years & Years - King (Official Video).mp3,2,POP,0
252,/tracks/POP/Years_And_Years/Years & Years - Shine (Official Video).mp3,2,POP,0
253,/tracks/POP/Hozier/Hozier - Work Song (Official Video).mp3,3,POP,0
254,/tracks/POP/Hozier/Hozier - Take Me To Church.mp3,0,POP,0
255,/tracks/POP/Hozier/Hozier - Too Sweet (Official Lyric Video).mp3,2,POP,0
256,/tracks/POP/Ariana_Grande/Ariana Grande - Dangerous Woman (Official Audio).mp3,0,POP,0
257,/tracks/POP/Ariana_Grande/Side To Side.mp3,2,POP,25
258,/tracks/POP/Ariana_Grande/Ariana Grande - Into You (Official Video).mp3,2,POP,0
259,/tracks/POP/SZA/SZA - Kill Bill (Audio).mp3,0,POP,0
260,/tracks/POP/SZA/SZA - Snooze (Audio).mp3,0,POP,0
261,/tracks/POP/SZA/SZA - Good Days (Audio).mp3,0,POP,0
262,/tracks/POP/Billie_Joe_Armstrong/That Thing You Do!.mp3,2,POP,0
263,/tracks/POP/Billie_Joe_Armstrong/Police on My Back.mp3,2,POP,0
264,/tracks/POP/Billie_Joe_Armstrong/Whole Wide World.mp3,2,POP,0
265,/tracks/POP/BTS/BTS (방탄소년단) 'MIC Drop (Steve Aoki Remix)' Official MV.mp3,2,POP,0
266,/tracks/POP/BTS/BTS (방탄소년단) 'Dynamite' Official MV.mp3,2,POP,0
267,/tracks/POP/BTS/BTS (방탄소년단) 'Butter' Official MV.mp3,0,POP,0
268,/tracks/POP/Pitbull/Pitbull - International Love (Audio) ft. Chris Brown.mp3,1,POP,0
269,/tracks/POP/Pitbull/Pitbull - Hey Baby (Drop It To The Floor) ft. T-Pain.mp3,1,POP,0
270,"/tracks/POP/Pitbull/Pitbull, Ne-Yo - Time Of Our Lives (Audio).mp3",0,POP,0
271,"/tracks/POP/Pitbull/Pitbull - Give Me Everything ft. Ne-Yo, Afrojack, Nayer.mp3",1,POP,0
272,"/tracks/POP/Pitbull/DJ Felli Fel - Boomerang Feat. Akon, Pitbull & Jermaine Dupri [Official Video] HD.mp3",2,POP,0
273,/tracks/POP/Pitbull/Pitbull - Back in Time (from _Men In Black III_) [Official Audio].mp3,2,POP,0
274,/tracks/POP/James_Blake/James Blake - Lost Angel Nights (Audio).mp3,3,POP,0
275,"/tracks/POP/James_Blake/James Blake, slowthai - Funeral (Official Video).mp3",3,POP,0
276,/tracks/POP/James_Blake/James Blake - Barefoot In The Park feat. Rosalía (Official Video).mp3,3,POP,0
277,/tracks/POP/Eddie_Vedder/Eddie Vedder - Sleeping By Myself.mp3,4,POP,0
278,"/tracks/POP/Eddie_Vedder/Olivia Vedder, Eddie Vedder, Glen Hansard - My Father's Daughter (Official Video).mp3",3,POP,0
279,/tracks/POP/Eddie_Vedder/Can't Keep (Music Video) - Ukulele Songs - Eddie Vedder.mp3,0,POP,0
280,/tracks/POP/Feist/Feist - 1234.mp3,4,POP,0
281,/tracks/POP/Feist/Feist - My Moon My Man (Closed Captioned).mp3,4,POP,0
282,/tracks/POP/Feist/Feist - I Feel It All.mp3,4,POP,0
283,/tracks/POP/Rihanna/Rihanna - We Found Love (Lyrics) ft. Calvin Harris.mp3,1,POP,0
284,/tracks/POP/Rihanna/Rihanna - Only Girl (In The World).mp3,2,POP,0
285,/tracks/POP/Rihanna/Rihanna - Diamonds (Lyrics).mp3,0,POP,0
286,/tracks/POP/Maroon_5/Maroon 5 - Payphone ft. Wiz Khalifa (Explicit) (Official Music Video).mp3,1,POP,0
287,/tracks/POP/Maroon_5/Maroon 5 - Animals.mp3,0,POP,0
288,/tracks/POP/Maroon_5/Maroon 5 - Maps (Lyric Video).mp3,1,POP,0
289,/tracks/POP/Donald_Fagen/I.G.Y..mp3,3,POP,0
290,/tracks/POP/Donald_Fagen/The Nightfly.mp3,1,POP,0
291,/tracks/POP/Donald_Fagen/New Frontier.mp3,1,POP,0
292,/tracks/POP/Britney_Spears/Britney Spears - Criminal (Audio) - Britney Jean Spears.mp3,2,POP,0
293,/tracks/POP/Britney_Spears/Britney Spears - Circus (Audio) - Britney Jean Spears.mp3,2,POP,0
294,/tracks/POP/Britney_Spears/Britney Spears - Till The World Ends (Audio) - Britney Jean Spears.mp3,2,POP,0
295,/tracks/POP/Britney_Spears/Toxic (Official HD Video) - Britney Spears.mp3,3,POP,0
296,/tracks/POP/Britney_Spears/Baby One More Time - 7clouds Rock.mp3,0,POP,0
297,/tracks/POP/Britney_Spears/Britney Spears - Gimme More (Official HD Video) - BritneySpearsVEVO.mp3,2,POP,0
298,/tracks/POP/Britney_Spears/Oops!...I Did It Again - Britney Spears.mp3,2,POP,0
299,/tracks/POP/Britney_Spears/Britney Spears - Womanizer (Director's Cut) (Official HD Video) - BritneySpearsVEVO.mp3,2,POP,0
300,/tracks/POP/John_Legend/John Legend - Love Me Now (Official Video).mp3,0,POP,0
301,/tracks/POP/John_Legend/John Legend - All of Me (Official Video).mp3,1,POP,0
302,/tracks/POP/John_Legend/John Legend - Tonight (Best You Ever Had) (Official Video) ft. Ludacris.mp3,0,POP,0
303,"/tracks/POP/Sam_Smith/Sam Smith, Normani - Dancing With A Stranger (Official Music Video).mp3",0,POP,0
304,"/tracks/POP/Sam_Smith/Calvin Harris, Sam Smith - Promises (Official Lyric Video).mp3",0,POP,0
305,/tracks/POP/Sam_Smith/Sam Smith - I'm Not The Only One (Lyrics).mp3,0,POP,0
306,/tracks/POP/Kesha/Ke ha - Take It Off (Official Video).mp3,1,POP,0
307,/tracks/POP/Kesha/Ke$ha - Die Young (Official Video).mp3,2,POP,0
308,/tracks/POP/Kesha/Pitbull - Timber (Official Video) ft. Ke$ha.mp3,2,POP,0
309,/tracks/POP/Kesha/Ke$ha - Blow (Official Video).mp3,1,POP,0
310,/tracks/POP/Kesha/Ke ha - TiK ToK (Official HD Video).mp3,2,POP,0
311,/tracks/POP/Norah_Jones/Norah Jones - Sunrise.mp3,3,POP,0
312,/tracks/POP/Norah_Jones/Norah Jones - Don't Know Why.mp3,3,POP,0
313,/tracks/POP/Norah_Jones/Norah Jones - Come Away With Me.mp3,4,POP,0
314,/tracks/POP/Karen_O/Karen O - Rapt (Official Video).mp3,3,POP,0
315,/tracks/POP/Karen_O/Karen O - I Shall Rise (Official Video).mp3,3,POP,0
316,/tracks/POP/Karen_O/Karen O - Strange Love (from _Frankenweenie_) - Karen O.mp3,4,POP,0
317,/tracks/POP/Black_Eyed_Peas/Rock That Body.mp3,2,POP,0
318,/tracks/POP/Black_Eyed_Peas/Meet Me Halfway.mp3,0,POP,0
319,/tracks/POP/Black_Eyed_Peas/The Black Eyed Peas - The Time (Dirty Bit) (Audio).mp3,0,POP,0
320,/tracks/POP/Black_Eyed_Peas/The Black Eyed Peas - Just Can't Get Enough (Official Music Video).mp3,3,POP,0
321,/tracks/POP/Black_Eyed_Peas/I Gotta Feeling.mp3,0,POP,0
322,/tracks/POP/Adele/Adele - Rolling in the Deep (Official Music Video).mp3,4,POP,0
323,/tracks/POP/Adele/Adele - Someone Like You (Official Music Video).mp3,3,POP,0
324,/tracks/POP/Adele/Adele - Easy On Me (Official Video).mp3,3,POP,0
325,/tracks/POP/Taylor_Swift/Taylor Swift - Blank Space (Taylor's Version) (Lyric Video).mp3,1,POP,0
326,/tracks/POP/Taylor_Swift/Taylor Swift - Bad Blood (Taylor's Version) (Lyric Video).mp3,3,POP,0
327,/tracks/POP/Taylor_Swift/Taylor Swift - Style (Taylor's Version) (Lyric Video).mp3,2,POP,0
328,/tracks/POP/Miley_Cyrus/Doctor (Work It Out) - Pharrell Williams & Miley Cyrus.mp3,2,POP,0
329,/tracks/POP/Miley_Cyrus/Flowers - Miley Cyrus.mp3,0,POP,0
330,/tracks/POP/Miley_Cyrus/Mark Ronson - Nothing Breaks Like a Heart (Lyrics) Ft. Miley Cyrus - Lazy Fox.mp3,0,POP,0
331,/tracks/POP/Miley_Cyrus/We Can't Stop (Official Video) - Miley Cyrus.mp3,0,POP,0
332,/tracks/POP/Miley_Cyrus/Miley Cyrus - Wrecking Ball (Official Video) - MileyCyrusVEVO.mp3,0,POP,0
333,/tracks/POP/Miley_Cyrus/Miley Cyrus - Party In The U.S.A. (Official Video) - HollywoodRecordsVEVO.mp3,2,POP,0
334,/tracks/POP/Miley_Cyrus/Malibu (Official Video) - Miley Cyrus.mp3,0,POP,0
335,/tracks/RAP/DaBaby/DaBaby – NASTY Ft. MEGAN THEE STALLION & ASHANTI [AUDIO}.mp3,0,RAP,9
336,/tracks/RAP/DaBaby/DaBaby – ROCKSTAR FT RODDY RICCH [Audio].mp3,1,RAP,5
337,/tracks/RAP/DaBaby/DaBaby - Practice (Official Audio).mp3,1,RAP,3
338,/tracks/RAP/Travis_Scott/Travis Scott - goosebumps ft. Kendrick Lamar.mp3,4,RAP,2
339,/tracks/RAP/Travis_Scott/Travis Scott - SICKO MODE (Audio).mp3,1,RAP,2
340,/tracks/RAP/Travis_Scott/Travis Scott - FE!N (Official Audio) ft. Playboi Carti.mp3,0,RAP,2
341,/tracks/RAP/J_Cole/J. Cole - H.Y.B. feat. Bas & Central Cee (Official Audio).mp3,4,RAP,2
342,/tracks/RAP/J_Cole/J. Cole - 7 Minute Drill (Official Audio).mp3,0,RAP,0
343,/tracks/RAP/J_Cole/J. Cole - Fever (Official Audio).mp3,3,RAP,0
344,/tracks/RAP/Eminem/Eminem - Without Me (Official Music Video).mp3,4,RAP,0
345,/tracks/RAP/Eminem/Eminem - Not Afraid (Lyrics).mp3,4,RAP,0
346,/tracks/RAP/Eminem/Eminem - The Real Slim Shady (Official Video - Clean Version).mp3,1,RAP,0
347,/tracks/RAP/Megan_Thee_Stallion/Megan Thee Stallion - Savage (Lyrics).mp3,0,RAP,0
348,/tracks/RAP/Megan_Thee_Stallion/Megan Thee Stallion - Thot Sh_t _ Lyrics.mp3,4,RAP,0
349,/tracks/RAP/Megan_Thee_Stallion/Megan Thee Stallion - Body [Official Dance Video].mp3,0,RAP,0
350,/tracks/RAP/Megan_Thee_Stallion/Megan Thee Stallion - Captain Hook [Official Video].mp3,4,RAP,0
351,"/tracks/RAP/6ix9ine/6ix9ine - FEFE ft. Nicki Minaj, Murda Beatz.mp3",4,RAP,0
352,/tracks/RAP/6ix9ine/TROLLZ - 6ix9ine & Nicki Minaj  (Official Music Video).mp3,1,RAP,0
353,/tracks/RAP/6ix9ine/6IX9INE- GOOBA (Official Music Video).mp3,0,RAP,0
354,/tracks/RAP/Nicki_Minaj/Nicki Minaj - The Night Is Still Young (Official Audio).mp3,0,RAP,0
355,/tracks/RAP/Nicki_Minaj/Nicki Minaj - Big Foot (Official Audio).mp3,4,RAP,0
356,/tracks/RAP/Nicki_Minaj/Starships - Nicki Minaj (Lyrics) 🎵.mp3,0,RAP,0
357,/tracks/RAP/Nicki_Minaj/Nicki Minaj - Love Me Enough (feat. Monica & Keyshia Cole) [Official Audio].mp3,1,RAP,0
358,/tracks/RAP/Nicki_Minaj/Nicki Minaj - Anaconda.mp3,4,RAP,0
359,/tracks/RAP/Nicki_Minaj/Super Bass.mp3,4,RAP,0
360,/tracks/RAP/Childish_Gambino/Childish Gambino - This Is America (Official Video).mp3,1,RAP,0
361,/tracks/RAP/Childish_Gambino/Les.mp3,1,RAP,39
362,/tracks/RAP/Childish_Gambino/Heartbeat.mp3,1,RAP,0
363,/tracks/RAP/50_Cent/50 Cent  -  Candy Shop (Explicit).mp3,4,RAP,0
364,/tracks/RAP/50_Cent/50 Cent - In Da Club (Official Music Video).mp3,1,RAP,0
365,/tracks/RAP/50_Cent/50 cent - 21 questions; sub español.mp3,1,RAP,0
366,/tracks/RAP/Ice_Spice/Nicki Minaj & Ice Spice – Barbie World (with Aqua) [Official Music Video].mp3,0,RAP,0
367,/tracks/RAP/Ice_Spice/Ice Spice & Nicki Minaj - Princess Diana (Official Music Video).mp3,0,RAP,0
368,/tracks/RAP/Ice_Spice/Ice Spice - Think U The Shit (Fart) (Official Video).mp3,1,RAP,0
369,/tracks/RAP/Ice_Spice/Ice Spice - No Clarity (Official Music Video).mp3,4,RAP,0
370,/tracks/RAP/Ice_Spice/Ice Spice - in ha mood (Official Video).mp3,4,RAP,0
371,/tracks/RAP/Ice_Spice/Ice Spice - Deli.mp3,4,RAP,0
372,/tracks/RAP/Iggy_Azalea/Team - Iggy Azalea.mp3,4,RAP,0
373,/tracks/RAP/Iggy_Azalea/Kream - Iggy Azalea.mp3,4,RAP,0
374,/tracks/RAP/Iggy_Azalea/Iggy Azalea - Black Widow (feat. Rita Ora) - Iggy Azalea.mp3,1,RAP,0
375,/tracks/RAP/Iggy_Azalea/Work - Iggy Azalea.mp3,4,RAP,0
376,/tracks/RAP/Iggy_Azalea/Fancy PG Slated - Iggy Azalea.mp3,0,RAP,0
377,/tracks/RAP/Iggy_Azalea/Iggy Azalea - Money Come (Remix) feat. Big Boss Vette & Ivorian Doll [Lyric Video] - Iggy Azalea.mp3,0,RAP,0
378,/tracks/RAP/Iggy_Azalea/Started - Iggy Azalea.mp3,4,RAP,0
379,/tracks/RAP/Tyga/Tyga - Hookah ft. Young Thug.mp3,2,RAP,0
380,/tracks/RAP/Tyga/Tyga - SWISH (Official Music Video).mp3,1,RAP,0
381,/tracks/RAP/Tyga/Tyga - Wait For A Minute (Official Music Video) (Explicit) ft. Justin Bieber.mp3,2,RAP,0
382,/tracks/RAP/Tyga/Tyga - Taste (Official Video) ft. Offset.mp3,4,RAP,0
383,"/tracks/RAP/Metro_Boomin/Metro Boomin, The Weeknd, 21 Savage - Creepin' (Visualizer).mp3",4,RAP,0
384,"/tracks/RAP/Metro_Boomin/Future, Metro Boomin, The Weeknd - We Still Don't Trust You (Official Music Video).mp3",1,RAP,0
385,"/tracks/RAP/Metro_Boomin/Metro Boomin, Don Toliver, Future - Too Many Nights (Official Video).mp3",4,RAP,0
386,"/tracks/RAP/Metro_Boomin/Future, Metro Boomin, Kendrick Lamar - Like That (Official Audio).mp3",4,RAP,0
387,/tracks/RAP/Doja_Cat/Doja Cat - Paint The Town Red (Lyrics).mp3,4,RAP,0
388,/tracks/RAP/Doja_Cat/Doja Cat - Woman (Visualizer).mp3,4,RAP,0
389,"/tracks/RAP/Doja_Cat/Doja Cat, Tyga - Juicy (Official Video).mp3",4,RAP,0
390,/tracks/RAP/Doja_Cat/Doja Cat - Say So (Official Video).mp3,0,RAP,0
391,/tracks/RAP/Doja_Cat/Doja Cat - Kiss Me More (Official Video) ft. SZA.mp3,4,RAP,0
392,/tracks/RAP/Doja_Cat/Doja Cat - Need to Know (Official Video).mp3,0,RAP,0
393,/tracks/RAP/Doja_Cat/Doja Cat - Streets (Audio).mp3,4,RAP,0
394,/tracks/RAP/Kendrick_Lamar/Kendrick Lamar - HUMBLE..mp3,4,RAP,0
395,"/tracks/RAP/Kendrick_Lamar/Kendrick Lamar, SZA - All The Stars.mp3",4,RAP,0
396,/tracks/RAP/Kendrick_Lamar/Kendrick Lamar - Money Trees (Feat. Jay Rock).mp3,4,RAP,19
397,/tracks/RAP/Kendrick_Lamar/Pray For Me.mp3,4,RAP,0
398,/tracks/RAP/Kendrick_Lamar/Kendrick Lamar - Swimming Pools (Drank).mp3,3,RAP,0
399,/tracks/RAP/Frank_Ocean/Frank Ocean - In My Room (Lyric Video).mp3,1,RAP,0
400,/tracks/RAP/Frank_Ocean/Frank Ocean - Nights.mp3,1,RAP,4
401,/tracks/RAP/Frank_Ocean/Frank Ocean - Pink + White.mp3,1,RAP,0
402,/tracks/RAP/Cardi_B/Cardi B - WAP feat. Megan Thee Stallion [Official Audio].mp3,1,RAP,0
403,"/tracks/RAP/Cardi_B/Cardi B, Bad Bunny & J Balvin - I Like It [Official Music Video].mp3",4,RAP,0
404,/tracks/RAP/Cardi_B/Cardi B - Bodak Yellow [OFFICIAL MUSIC VIDEO].mp3,4,RAP,0
405,/tracks/RAP/Pop_Smoke/POP SMOKE - WAR FT. LIL TJAY (OFFICIAL VIDEO).mp3,4,RAP,0
406,/tracks/RAP/Pop_Smoke/POP SMOKE - DIOR (OFFICIAL VIDEO).mp3,0,RAP,0
407,"/tracks/RAP/Pop_Smoke/Pop Smoke - For The Night (Audio) ft. Lil Baby, DaBaby.mp3",4,RAP,0
408,/tracks/RAP/Drake/Drake - Massive.mp3,4,RAP,0
409,/tracks/RAP/Drake/drake- one dance.mp3,1,RAP,0
410,/tracks/RAP/Drake/Drake - Hotline Bling.mp3,1,RAP,0
411,/tracks/RAP/Drake/God's Plan.mp3,1,RAP,0
412,/tracks/RAP/Drake/Drake - Started From The Bottom.mp3,2,RAP,0
413,/tracks/RAP/Drake/Passionfruit.mp3,2,RAP,0
414,/tracks/RAP/Chance_the_Rapper/Chance the Rapper - Same Drugs (Official Video).mp3,1,RAP,0
415,/tracks/RAP/Chance_the_Rapper/Chance The Rapper ft. Saba - Angels.mp3,1,RAP,0
416,/tracks/RAP/Chance_the_Rapper/Chance the Rapper ft. 2 Chainz & Lil Wayne - No Problem (Official Video).mp3,4,RAP,0
417,/tracks/RAP/Lil_Wayne/Lil Wayne - Lollipop (Official Music Video) ft. Static.mp3,1,RAP,0
418,/tracks/RAP/Lil_Wayne/Lil Wayne - Mirror ft. Bruno Mars (Official Music Video).mp3,1,RAP,0
419,"/tracks/RAP/Lil_Wayne/Lil Wayne - Love Me (Explicit Version-Closed Captioned) ft. Drake, Future.mp3",4,RAP,0
420,/tracks/RAP/Future/Future - Life Is Good (Official Music Video) ft. Drake.mp3,3,RAP,0
421,"/tracks/RAP/Future/Future, Metro Boomin, Travis Scott, Playboi Carti - Type Shit (Official Video).mp3",0,RAP,0
422,"/tracks/RAP/Future/Future, Metro Boomin - Amazing (Interlude) (Official Audio).mp3",1,RAP,0
